,Search,Tweet_Date,Original_Tweet,Cleaned_Text,leia,oplexion,sentilex,textblob
3258,Bolsonaro,2022-04-17,"Bolsonaro foi eleito em 2018 não por sua pessoa, mas pela ideia que ele representava. Esse ideal foi-se embora totalmente. Agora será (?) reeleito pela idolatria e pela desilusão em saber que o resto é bem pior.",bolsonaro eleito pessoa  ideia representava  ideal foi se embora totalmente  agora     reeleito idolatria desilusao saber resto bem pior ,negativo,neutro,neutro,positivo
3259,Bolsonaro,2022-04-17,@LyrioRejane @silveira50 @LeilaLicio @LalaMineiraZi @alinesousil @OInconformado3 @EdneiaCSantos @LNickele @adinaelsilva @Antnio30709619 @Thor054 @VanuzaRocha12 @BergMartins14 @CameloJubeni @Mrlyrio @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3260,Bolsonaro,2022-04-17,bolsonaro ensinou direitinho esse fandom https://t.co/SuqdNjwIEb,bolsonaro ensinou direitinho fandom,neutro,neutro,neutro,positivo
3261,Bolsonaro,2022-04-17,"@guimaraes13PT Com certeza 
Presidente Bolsonaro Reeleito no primeiro turno 🇧🇷😎 https://t.co/lO8FH40vsu",certeza presidente bolsonaro reeleito primeiro turno,positivo,negativo,negativo,positivo
3262,Bolsonaro,2022-04-17,tem dois queridos aqui (falo queridos querendo chamá-los de desgraçados) que eu tenho certeza que são gays com bolsonaro kkkkk mico viu https://t.co/LvsB8PpWmq,dois queridos aqui  falo queridos querendo chama los desgracados  certeza gays bolsonaro kkkkk mico viu,positivo,neutro,positivo,positivo
3263,Bolsonaro,2022-04-17,"Eu e minha família votaremos em Bolsonaro 🥰🇧🇷🇧🇷🇧🇷#MaiorMotociataDoMundo 
#VaiSerNoPrimeiroTurno https://t.co/hMCnQz4NvS",familia votaremos bolsonaro,neutro,neutro,neutro,neutro
3264,Bolsonaro,2022-04-17,blink pior que bolsonaro além de criar fake news tem síndrome de vitimismo https://t.co/SwFCwTCUQF,blink pior bolsonaro alem criar fake news sindrome vitimismo,negativo,negativo,negativo,negativo
3265,Bolsonaro,2022-04-17,@jairbolsonaro BOLSONARO REELEITO 22,bolsonaro reeleito,neutro,neutro,neutro,neutro
3266,Bolsonaro,2022-04-17,@ResendeMattei @folha Bolsonarista sofre pra manter a pose sob o governo bolsonaro. Prepara o coração pra não infartar. https://t.co/pVcMf4dqIy,bolsonarista sofre pra manter pose sob governo bolsonaro  prepara coracao pra infartar ,negativo,neutro,neutro,neutro
3267,Bolsonaro,2022-04-17,@gleisi @Anitta Não falem do Bolsonaro e não votem no Bolsonaro!!! 🟢🟡🟢🇧🇷🏍🟢🟡🇧🇷🏍🟡🟢🟡🇧🇷🏍🟡 @jairbolsonaro https://t.co/JIY5zYvKRJ,falem bolsonaro votem bolsonaro   ,neutro,neutro,neutro,neutro
3268,Bolsonaro,2022-04-17,@LyrioRejane @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO @Mrlyrio SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3269,Bolsonaro,2022-04-17,@RE_BOLSONARO SDV sempre boraaaaa,sdv sempre boraaaaa,neutro,neutro,neutro,neutro
3270,Bolsonaro,2022-04-17,"┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┗━┓┃
┏━┛┃┃┃┃┃┏━┛┃┏━┛┃
🔰 BOLSONARO REELEITO 🇧🇷
┃┗━┓┃┗┛┃┃┗━┓┃┗━┓
┗━━┛┗━━┛┗━━┛┗━━┛",bolsonaro reeleito,neutro,neutro,neutro,neutro
3271,Bolsonaro,2022-04-17,@Nuu0204 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @CleberLSantos1 @Melkpsobrinho @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO Tmj,,neutro,neutro,neutro,neutro
3272,Bolsonaro,2022-04-17,PT vai ao TSE contra Bolsonaro por propaganda antecipada em motociata https://t.co/tLXH9YpJ4g,pt vai tse contra bolsonaro propaganda antecipada motociata,negativo,neutro,neutro,neutro
3273,Bolsonaro,2022-04-17,"Antigamente a globo lixo tinha 75% de audiência, ninguém reclamava que ela era monopolista, que conduzia o povo na direção que ela desejava.
Agora querem barrar o povo do WhatsApp, Twitter e Facebook, pois o povo acordou e estamos fazendo um movimento pró Bolsonaro!
PT morreu!!!",antigamente globo lixo   audiencia  ninguem reclamava monopolista  conduzia povo direcao desejava  agora querem barrar povo whatsapp  twitter facebook  pois povo acordou fazendo movimento pro bolsonaro  pt morreu   ,negativo,negativo,negativo,negativo
3274,Bolsonaro,2022-04-17,"@FabossiA @anavilarinol @Anitta ""Escandalos""? Na realidade sabemos que o numero de operacoes da PF/MP aumentaram absurdamente no governo de Lula/Dilma, até o Moro comentou que no governo de Lula/Dilma existia combate real a corrupcao... escandalos surgem, mas, diferente de Bolsonaro, por causa de investigacao.", escandalos   realidade sabemos numero operacoes pf mp aumentaram absurdamente governo lula dilma  moro comentou governo lula dilma existia combate real corrupcao    escandalos surgem  mas  diferente bolsonaro  causa investigacao ,negativo,positivo,positivo,negativo
3275,Bolsonaro,2022-04-17,"@SissyRibs @anavilarinol @Anitta Suponhamos que Bolsonaro se reeleja em outubro, o que seria até normal, em certa medida, pelo histórico de reeleição de todos os presidentes. A culpa será novamente de Lula e do PT, como vc considera ter sido em 2018?",suponhamos bolsonaro reeleja outubro  normal  certa medida  historico reeleicao todos presidentes  culpa novamente lula pt  vc considera ter sido  ,negativo,positivo,positivo,positivo
3276,Bolsonaro,2022-04-17,"MAIS UMA VEZ governo Bolsonaro anuncia medida etc. que ainda será publicada.

""Nos próximos dias, será editado um ato normativo disciplinando essa decisão"".

Assim, a notícia é apenas o anúncio (o que governo quer) de algo que virá no futuro, não da política pública concreta. https://t.co/JDBd8R0ipz",vez governo bolsonaro anuncia medida etc  ainda publicada   nos proximos dias  editado ato normativo disciplinando decisao   assim  noticia apenas anuncio  o governo quer  algo vira futuro  politica publica concreta ,positivo,neutro,neutro,positivo
3277,Bolsonaro,2022-04-17,Toda vez que alguém fala que o bolsonaro é hetero ele está assistindo todos os filmes do velozes e furiosos sem parar com 3 animes em um buraco de concreto nas ruas de sao paulo 😂😂😂,toda vez alguem fala bolsonaro hetero assistindo todos filmes velozes furiosos parar animes buraco concreto ruas sao paulo,neutro,positivo,positivo,positivo
3278,Bolsonaro,2022-04-17,Fora Bolsonaro,,neutro,neutro,neutro,neutro
3279,Bolsonaro,2022-04-17,@gleisi @Anitta Bolsonaro 2022 e pt nunca mais.,bolsonaro nunca mais ,neutro,neutro,neutro,neutro
3280,Bolsonaro,2022-04-17,@tuleipas Bolsonaro**** PORRA DE CORRETOR,bolsonaro     porra corretor,negativo,neutro,neutro,negativo
3281,Bolsonaro,2022-04-17,@Thor054 @ZilaHelena @OInconformado3 @LeilaLicio @EdneiaCSantos @Edu05freire @Nuu0204 @MarquesToalinha @mello65440 @VanuzaRocha12 @Marbenje @Eduardo57009171 @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3282,Bolsonaro,2022-04-17,Cozinhar é um ato de resistência @PaolaCarosella e votar e expulsar o Bolsonaro da presidência é uma missão democrática! ✊🏾,cozinhar ato resistencia votar expulsar bolsonaro presidencia missao democratica ,negativo,neutro,neutro,neutro
3283,Bolsonaro,2022-04-17,@Biakicis @jairbolsonaro Até o meu cachorro apoia nosso Presidente Bolsonaro.,cachorro apoia presidente bolsonaro ,positivo,neutro,neutro,neutro
3284,Bolsonaro,2022-04-17,@OlavoOpressor Bolsonaro a lenda viva!❤️,bolsonaro lenda viva ,positivo,neutro,neutro,neutro
3285,Bolsonaro,2022-04-17,"@GVNLIMA2 @AlexandrePT13CV @borgescm @Alexand92840726 @chelleweda @CleuzaturC @divaolinda55 @sequeira_kg @lacerdaeh @soberania_ja @RamosEneildes @cmsclaudio @BruckerMarcos @AdrianoCustdio4 @andreencinasON @cair_bolsonaro @cloriscm @Edilsonnunespt @fcj_ferdi @joanadarc2605 @LeKaMac @Marcio_PT13 @MoraesPT13 @PauloRo78088746 @robeliaduarte @simoneavila10 @viajorene2020 @OPandamaria5 #MoroPresidente2022  CALMA VOCÊ, MORO NÃO ESTAR FORA DA DISPUTA, ESTAREMOS NO SEGUNDO TURNO ENFRENTANDO O LADRÃO SERÁ O JUIZ QUE PRENDEU O LADRÃO CONTRA O LADRÃO, NÃO CONTE VITORIA ANTES DO TEMPO, MORO CONTINUA AGUARDE, LULA LADRÃO O SEU LUGAR É NA PRISÃO https://t.co/7v1AJ4hpcr",calma voce  moro estar disputa  estaremos segundo turno enfrentando ladrao juiz prendeu ladrao contra ladrao  conte vitoria antes tempo  moro continua aguarde  lula ladrao lugar prisao,negativo,neutro,neutro,neutro
3286,Bolsonaro,2022-04-17,@Biakicis @jairbolsonaro Toda a minha família  9 pessoas (9 eleitores de Bolsonaro),toda familia pessoas   eleitores bolsonaro ,neutro,neutro,neutro,neutro
3287,Bolsonaro,2022-04-17,há apenas 2 seres humanos que eu mataria: eu e o bolsonaro,apenas seres humanos mataria  bolsonaro,neutro,neutro,neutro,neutro
3288,Bolsonaro,2022-04-17,Organizador de passeio de moto de Bolsonaro em SP recebeu 16 parcelas de auxílio emergencial do governo federal | São Paulo | G1 https://t.co/FqPm1h3v7h,organizador passeio moto bolsonaro sp recebeu parcelas auxilio emergencial governo federal   paulo   g,neutro,neutro,neutro,neutro
3289,Bolsonaro,2022-04-17,"Bolsonaro apareceu no camarote por volta das 10h40. De imediato, torcedores do setor mais próximo começaram a vaiá-lo, e mais pessoas se juntaram à manifestação em seguida. ""Ei, Bolsonaro, vai tomar no c..."", cantaram alguns torcedores.
https://t.co/mZAc13vHST",bolsonaro apareceu camarote volta   hora     imediato  torcedores setor proximo comecaram vaia lo  pessoas juntaram manifestacao seguida   ei  bolsonaro  vai tomar c      cantaram alguns torcedores ,negativo,positivo,positivo,positivo
3290,Bolsonaro,2022-04-17,Que jeito chique de dizer Fora Bolsonaro e Lula 2022. AMEI. Lília Cabral diva. https://t.co/1bTPnCH9Ff,jeito chique dizer bolsonaro lula   amei  lilia cabral diva ,positivo,positivo,positivo,positivo
3291,Bolsonaro,2022-04-17,"@clarionrox A eleição de 2018 foi uma oportunidade perdida. Era a chance de mostrar que um governo a direita poderia  colocar o país no rumo e ser um exemplo de equilíbrio e competência, mas aí veio o Bolsonaro. Agora direita virou sinônimo de incompetência e gente retardada.",eleicao oportunidade perdida  chance mostrar governo direita poderia colocar pais rumo ser exemplo equilibrio competencia  ai veio bolsonaro  agora direita virou sinonimo incompetencia gente retardada ,negativo,neutro,negativo,negativo
3292,Bolsonaro,2022-04-17,@mello65440 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3293,Bolsonaro,2022-04-17,@BolsonaroSP https://t.co/VU6qaVpX6z,,neutro,neutro,neutro,neutro
3294,Bolsonaro,2022-04-17,"Quando não tem militância paga com dinheiro público, o grito que se escuta é esse:
Ei Bolsonaro VAI TOMAR NO CU! 

E não são 3 mil riquinhos metidos a hells angels. É a voz do povão. https://t.co/XpvSlmG6fq",militancia paga dinheiro publico  grito escuta esse  ei bolsonaro vai tomar cu  mil riquinhos metidos hells angels  voz povao ,negativo,neutro,neutro,positivo
3295,Bolsonaro,2022-04-17,"@adeoliveirabr MBLer que sonha uma vaga no legislativo ! Aprenda! A unica direita e Bolsonaro, o resto é lula enrustido",mbler sonha vaga legislativo   aprenda  unica direita bolsonaro  resto lula enrustido,neutro,neutro,neutro,positivo
3296,Bolsonaro,2022-04-17,e viva a vacina né bolsonaro fdp https://t.co/ytvUCXa2fa,viva vacina ne bolsonaro fdp,positivo,neutro,neutro,positivo
3297,Bolsonaro,2022-04-17,"Queiroga acaba de decretar, em nome do Governo Bolsonaro, o fim da pandemia. Inacreditável. #ForaBolsonaroGenocida",queiroga acaba decretar  nome governo bolsonaro  fim pandemia  inacreditavel ,positivo,neutro,neutro,negativo
3298,Bolsonaro,2022-04-17,@zackaryfavs @qtfppvpm Eles são anti Bolsonaro???? https://t.co/EbUTVsfSM2,anti bolsonaro    ,negativo,neutro,neutro,neutro
3299,Bolsonaro,2022-04-17,"EM OUTUBRO VAMOS JOGAR ESTA MERDA NO LIXO, QUE O LUGAR DELE

https://t.co/PlOJ5Dbs3X",outubro vamos jogar merda lixo  lugar,negativo,neutro,neutro,negativo
3300,Bolsonaro,2022-04-17,@Alex65806993 @Alexsandrosalva @dududavila @desmentindobozo Há registros onde Bolsonaro demonstra seu desdém pela democracia.Como uma Entrevista dada nos anos 2000 onde ele cita fuzilar FHC e a exaltação às ditaduras militares sul-americanas.,registros onde bolsonaro demonstra desdem democracia como entrevista dada anos onde cita fuzilar fhc exaltacao ditaduras militares sul americanas ,negativo,neutro,neutro,negativo
3301,Bolsonaro,2022-04-17,@Nuu0204 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3302,Bolsonaro,2022-04-17,"@lebowski1143 'put a clown in power,expect a circous' Trump, Bolsonaro e Maduro. Bem lembrado. Obrigado...", put clown in power expect circous  trump  bolsonaro maduro  bem lembrado  obrigado   ,positivo,neutro,positivo,positivo
3303,Bolsonaro,2022-04-17,Votar nulo é votar em Bolsonaro e Lula https://t.co/KeeqorKRK0 https://t.co/uDGagkaPis,votar nulo votar bolsonaro lula,neutro,negativo,negativo,neutro
3304,Bolsonaro,2022-04-17,"@cirosaopaulino @anavilarinol @Anitta E no segundo turno nos deu as costas, ajudou a Bolsonaro ser eleito e foi ver nossa desgraça de Paris... Faltou acrescentar esse pequeno detalhe.",segundo turno deu costas  ajudou bolsonaro ser eleito ver desgraca paris    faltou acrescentar pequeno detalhe ,negativo,neutro,neutro,negativo
3305,Bolsonaro,2022-04-17,"@DepEduardoCunha Uma vez que os Tucanos se fundiram com o PT e o resto são metástases deste, reelegeremos Jair Messias Bolsonaro, o melhor Presidente da República de todos os tempos 🇧🇷.",vez tucanos fundiram pt resto metastases deste  reelegeremos jair messias bolsonaro  melhor presidente republica todos tempos  ,positivo,neutro,neutro,positivo
3306,Bolsonaro,2022-04-17,"@reginavsb @AbrahamWeint Lindo o carinho do povo com Bolsonaro, no fundo da para ouvir a galera em uma apoio geral a Bolsonaro

https://t.co/ZuLpNIfJFU",lindo carinho povo bolsonaro  fundo ouvir galera apoio geral bolsonaro,positivo,positivo,neutro,positivo
3307,Bolsonaro,2022-04-17,"@luisanaoexiste @anavilarinol @Anitta Terceiro: em JUN/20 BOLSONARO fechou um acordo p/ estudos, compra de vacina e transferência de tecnologia na produção de vacina. 

O Brasil se tornará autossuficiente em vacina contra COVID graças a esse acordo em JUNHO DE 2020.

Não vamos depender de 3º e vamos exportar vacina. https://t.co/YSoyZoAWab",terceiro  jun  bolsonaro fechou acordo p  estudos  compra vacina transferencia tecnologia producao vacina  brasil tornara autossuficiente vacina contra covid gracas acordo junho   vamos depender o vamos exportar vacina ,positivo,neutro,neutro,positivo
3308,Bolsonaro,2022-04-17,"Vivendo em um ""mundo paralelo"", Doria ataca Bolsonaro e vira motivo de chacota https://t.co/uYRSDyVPhr",vivendo  mundo paralelo   doria ataca bolsonaro vira motivo chacota,neutro,positivo,positivo,neutro
3309,Bolsonaro,2022-04-17,@FunkeiroSim @jairbolsonaro Bolsonaro e os milicianos (vizinhos dele inclusive) tem uma ligação umbilical no mundo do crime.. Witzel era outro que também tem ligacoes com milicianos. Vários do alto escalão do seu governo tinham ligação com milícias.. lembre-se que é cão comendo cão.. Witzel era bolsonarista,bolsonaro milicianos  vizinhos inclusive  ligacao umbilical mundo crime   witzel outro ligacoes milicianos  varios alto escalao governo ligacao milicias   lembre se cao comendo cao   witzel bolsonarista,negativo,positivo,positivo,negativo
3310,Bolsonaro,2022-04-17,"https://t.co/8gqYO87Voi
Exonera, decreta sigilo: o método Bolsonaro anti-corrupção. O governo sequestrou todas as instituições de controle e fiscalização do governo como a PGR, a AGU, a CGU,  a PF, o Coaf, a Receita Federal, a Funai e o Ibama.",exonera  decreta sigilo  metodo bolsonaro anti corrupcao  governo sequestrou todas instituicoes controle fiscalizacao governo pgr  agu  cgu  pf  coaf  receita federal  funai ibama ,negativo,neutro,neutro,neutro
3311,Bolsonaro,2022-04-17,"Minha mãe está ali, nas estatísticas absurdas que bolsonaro fez questão de criar no Brasil enquanto dava entrevistas desdenhando das vítimas do covid-19. https://t.co/UQrduacxQH",mae ali  estatisticas absurdas bolsonaro fez questao criar brasil enquanto dava entrevistas desdenhando vitimas covid  ,negativo,neutro,negativo,negativo
3312,Bolsonaro,2022-04-17,Bolsonaro recebe carinho especial de uma criança e ganha presente ao atr... https://t.co/jxD0NICxNn via @YouTube,bolsonaro recebe carinho especial crianca ganha presente atr    via,positivo,positivo,positivo,positivo
3313,Bolsonaro,2022-04-17,BOLSONARO  O JUDAS DO POVO BRASILEIRO!! https://t.co/8U50lbCREx via @YouTube,bolsonaro judas povo brasileiro   via,neutro,neutro,neutro,neutro
3314,Bolsonaro,2022-04-17,"Precisamos ampliar o campo democrático. Já entendemos que em nenhum má hipótese o Bolsonaro pode se reeleger, mas acreditar que só tem o Lula como alternativa é fanatismo.
Precisamos de uma nova liderança. O que vai ser da esquerda quando ele morrer?",precisamos ampliar campo democratico  entendemos nenhum ma hipotese bolsonaro pode reeleger  acreditar lula alternativa fanatismo  precisamos nova lideranca  vai ser esquerda morrer ,negativo,neutro,neutro,positivo
3315,Bolsonaro,2022-04-17,@SrrBiel É por isso que o bolsonaro é presidente jkkkkkkkk,bolsonaro presidente jkkkkkkkk,neutro,neutro,neutro,neutro
3316,Bolsonaro,2022-04-17,@RubensOtoni Quando Bolsonaro diz acima de todos ele quer dizer que Deus deve ser reverenciado é que é mais importante de tudo e deve estar acima de todos os nossos objetivos.,bolsonaro diz acima todos quer dizer deus deve ser reverenciado importante tudo deve estar acima todos objetivos ,positivo,positivo,positivo,positivo
3317,Bolsonaro,2022-04-17,Bolsonaro manda flores ao velório do general Newton Cruz - https://t.co/UddRimvLgz,bolsonaro manda flores velorio general newton cruz  ,neutro,neutro,neutro,positivo
3318,Bolsonaro,2022-04-17,@adinaelsilva @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3319,Bolsonaro,2022-04-17,"@CleberTerceiro @reasilvabr @folha Hahahaha até parece que um mamador de político como vc gosta de mulher. 
Ficou é no vivendas da barra chupando as bolas do bolsonaro",hahahaha parece mamador politico vc gosta mulher  ficou vivendas barra chupando bolas bolsonaro,positivo,neutro,neutro,negativo
3320,Bolsonaro,2022-04-17,@canalladfc @dbasch I feel sorry for those who think Bolsonaro is a example for anything.,i feel sorry those who think bolsonaro is example anything ,neutro,neutro,neutro,negativo
3321,Bolsonaro,2022-04-17,Marcelo queiroga anuncia o fim da pandemia no Brasil kkkkk  daqui 2 meses vamos ver o mesmo puxa saco do bolsonaro dizendo q não foi bem assim.   Pra decletar fim de uma pandemia tinha q esperar a Ásia primeiro decretar o fim lá.,marcelo queiroga anuncia fim pandemia brasil kkkkk daqui meses vamos ver puxa saco bolsonaro dizendo q bem assim  pra decletar fim pandemia q esperar asia primeiro decretar fim la ,positivo,negativo,negativo,positivo
3322,Bolsonaro,2022-04-17,A galera tá tratando o Macron x Le Pen como se fosse Lula x Bolsonaro...,galera ta tratando macron x le pen lula x bolsonaro   ,neutro,neutro,neutro,neutro
3323,Bolsonaro,2022-04-17,@eduardohardysp @LulaOficial @tesoureiros Sou sim... Tanto q para mim Lula e Bolsonaro deveriam ser colegas de cela!!! O que da raiva é que boa parte da população são como eles!!! É só ter uma vantagem e benefício que esquecem o roubo e corrupção,sim    tanto q mim lula bolsonaro deveriam ser colegas cela    raiva boa parte populacao eles    ter vantagem beneficio esquecem roubo corrupcao,negativo,neutro,neutro,positivo
3324,Bolsonaro,2022-04-17,@FlavioBolsonaro Caramba ele é bom em tudo.  Bolsonaro 2022,caramba bom tudo  bolsonaro,positivo,positivo,positivo,positivo
3325,Bolsonaro,2022-04-17,@JulioPR38 @SergioMoro19RJ @SF_Moro Bolsonaro = Lula,bolsonaro   lula,neutro,neutro,neutro,neutro
3326,Bolsonaro,2022-04-17,"@SRD_Belinha @AlineOl12545236 @ArthurWeint @adeir_marinh @Rogrio53003728 Pilares??? Kkkk
Não adianta, os irmãos vão apontar todo e qualquer problema, pagando de super corretos, mas geral já sacou que eles querem queimar o Bolsonaro.
O Abraham já sentiu que não tem moral alguma, após o resultado da enquete que ele mesmo fez no seu perfil. Tic, tac...",pilares    kkkk adianta  irmaos vao apontar todo qualquer problema  pagando super corretos  geral sacou querem queimar bolsonaro  abraham sentiu moral alguma  apos resultado enquete fez perfil  tic  tac   ,negativo,neutro,neutro,positivo
3327,Bolsonaro,2022-04-17,@CleberLSantos1 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3328,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro 🇧🇷👊👊🇧🇷👍👏👏👏
Tmj com nosso PRESIDENTE Jair Messias Bolsonaro 🇧🇷👊👊🇧🇷👍👏 https://t.co/1Lrsw6KAU5",tmj presidente jair messias bolsonaro,neutro,neutro,neutro,neutro
3329,Bolsonaro,2022-04-17,@RogerioMorgado @BolsonaroSP @elonmusk https://t.co/VU6qaVpX6z,,neutro,neutro,neutro,neutro
3330,Bolsonaro,2022-04-17,Pelos quotes aqui da pra entender como o Bolsonaro é presidente do Brasil kkkkkkkkk https://t.co/rUxo41StEI,quotes aqui pra entender bolsonaro presidente brasil kkkkkkkkk,neutro,neutro,neutro,positivo
3331,Bolsonaro,2022-04-17,"@Gabri_Salvati Desde então:

Atlético bi
SP saiu da fila
Rival com 2 libertadores
Maradona morreu
Paulistão na Record
Flamenguistas surgindo das cinzas
Bolsonaro eleito

O mundo é melhor quando o Corinthians lidera.",desde entao  atletico bi sp saiu fila rival libertadores maradona morreu paulistao record flamenguistas surgindo cinzas bolsonaro eleito mundo melhor corinthians lidera ,negativo,neutro,neutro,positivo
3332,Bolsonaro,2022-04-17,MDS O BOLSONARO KKKKKKKKK https://t.co/pY7Vb6wUQs,mds bolsonaro kkkkkkkkk,neutro,neutro,neutro,neutro
3333,Bolsonaro,2022-04-17,"É sério que o ministro André Mendonça, estava com Bolsonaro no jogo do Santos? Que tipo de isenção ele tem para fazer algum julgamento relacionado a Bolsonaro? https://t.co/Gn4QBWhcY4",serio ministro andre mendonca  bolsonaro jogo santos  tipo isencao fazer algum julgamento relacionado bolsonaro ,neutro,negativo,neutro,negativo
3334,Bolsonaro,2022-04-17,"@_Luiza_Paiva @tyerres3 @p0ss4773 @ZAMENZA Vocês odeiam a democracia! sério!
Se ele não tomar vacina, ele só vai prejudicar a ele próprio.
Questão de provedor Ele não vai casar contigo,ou seja, isso não te impacta também.
(Conheci tanta gente podre de esquerda q ler isso me dá 🤢🤮)
Obs Lula ou Bolsonaro, são 2 lixos!",odeiam democracia  serio  tomar vacina  vai prejudicar proprio  questao provedor vai casar contigo ou seja  impacta tambem   conheci tanta gente podre esquerda q ler da   obs lula bolsonaro  lixos ,negativo,negativo,negativo,negativo
3335,Bolsonaro,2022-04-17,@2022JBdenovo @Ewmyx1970 @JurandirBraga1 @mineira_raiz_ @Andreia_Silva9 @4Mey_7 @OdnaldaW2 @monicafraga @3Bolsogata @Jac_Bolsonaro @SamBolsonaro @Ka_2222220 @fffranciisca @miriam_cilene @magalicostahot1 @LinaTofolario @BruceKezia @romano_nery https://t.co/Vg2YUDToQu,,neutro,neutro,neutro,neutro
3336,Bolsonaro,2022-04-17,"A cara de pau desee governo genocida é impagável, mano!! Bolsonaro assassino lutou contra a vacina até quando pôde, e agora esse ministro aí falando da vacinação como se fosse algo benemérito do governo. CARA DE PAU",cara pau desee governo genocida impagavel  mano   bolsonaro assassino lutou contra vacina pode  agora ministro ai falando vacinacao algo benemerito governo  cara pau,negativo,negativo,negativo,positivo
3337,Bolsonaro,2022-04-17,"@MRFCunha @Damadeferroofic Bom, não sou Lula nem Bolsonaro, os dois são farinha do mesmo saco, e lamentável ver gente idolatrando tanto um simples homem",bom  lula bolsonaro  dois farinha saco  lamentavel ver gente idolatrando tanto simples homem,negativo,positivo,positivo,negativo
3338,Bolsonaro,2022-04-17,luiz carlos deve competir pra ver se eu odeio mais ele ou o bolsonaro,luiz carlos deve competir pra ver odeio bolsonaro,negativo,neutro,neutro,negativo
3339,Bolsonaro,2022-04-17,"Protestas en Brasil piden salida de Bolsonaro

https://t.co/TUq5JkCy1U",protestas en brasil piden salida bolsonaro,neutro,neutro,neutro,neutro
3340,Bolsonaro,2022-04-17,"@naosouvandex ""Ain, o bolsonaro acabou com a cultura"" QUE CULTURA?", ain  bolsonaro acabou cultura  cultura ,neutro,neutro,neutro,neutro
3341,Bolsonaro,2022-04-17,"Grande Anitta.
Ela é Bolsonaro até perto da tatuagem!
https://t.co/VpZgYta7Eg",grande anitta  bolsonaro perto tatuagem ,positivo,positivo,positivo,positivo
3342,Bolsonaro,2022-04-17,@GustavRamski Esse ai é o 🐕 de BOLSONARO,ai bolsonaro,negativo,neutro,neutro,neutro
3343,Bolsonaro,2022-04-17,@GugaNoblat Se prepara que esse ano meu anjo os robôs funcionarão a todo vapor e em grau maior que a última eleição. Bolsonaro é um descarado que usa o nome de Deus e depois ameaças e mentiras para se manter no poder.,prepara ano anjo robos funcionarao todo vapor grau maior ultima eleicao  bolsonaro descarado usa nome deus ameacas mentiras manter poder ,positivo,negativo,negativo,positivo
3344,Bolsonaro,2022-04-17,Bolsonaro: aja rápido e coloque suas forças nas ruas e nos tribunais antes que seja tarde demais!,bolsonaro  aja rapido coloque forcas ruas tribunais antes tarde demais ,positivo,neutro,neutro,negativo
3345,Bolsonaro,2022-04-17,"Oi @Anitta ! O momento é delicado e precisamos de todos p/ vencer o fascismo no 🇧🇷. @LulaOficial é o único candidato com condições de vencer o Bolsonaro. Ele fez, e fará muito mais em menos tempo. Vamos lá Anitta!!! #MudaBrasil13 #lulaPresidente13",oi   momento delicado precisamos todos p  vencer fascismo   unico candidato condicoes vencer bolsonaro  fez  fara menos tempo  vamos la anitta   ,positivo,positivo,positivo,negativo
3346,Bolsonaro,2022-04-17,"@GugaNoblat Para que tá feio 🤣 Bolsonaro segue invicto, mais um recorde na motociata!",ta feio bolsonaro segue invicto  recorde motociata ,negativo,negativo,negativo,negativo
